From Date,CO,Ozone
10-05-2021 0:00,0.45,27.11
10-05-2021 8:00,0.37,38.66
10-05-2021 16:00,0.68,42.66
11-05-2021 0:00,0.67,25.48
11-05-2021 8:00,0.53,39.26
11-05-2021 16:00,0.81,45.79
12-05-2021 0:00,0.62,25.98
12-05-2021 8:00,0.62,39.64
12-05-2021 16:00,0.74,39.98
13-05-2021 00:00,1.66,36.67
13-05-2021 08:00,1.13,37.41
13-05-2021 16:00,0.54,32.07
14-05-2021 00:00,None,None
14-05-2021 08:00,None,None
14-05-2021 16:00,None,None
15-05-2021 00:00,None,None
15-05-2021 08:00,None,None
15-05-2021 16:00,None,None
16-05-2021 00:00,None,None
16-05-2021 08:00,None,None
16-05-2021 16:00,None,None
17-05-2021 00:00,None,None
17-05-2021 08:00,None,None
17-05-2021 16:00,None,None
18-05-2021 00:00,None,None
18-05-2021 08:00,None,None
18-05-2021 16:00,None,None
19-05-2021 00:00,None,None
19-05-2021 08:00,None,None
19-05-2021 16:00,None,None
20-05-2021 00:00,None,None
20-05-2021 08:00,0.33,38.21
20-05-2021 16:00,0.47,30.42
21-05-2021 00:00,0.44,24.58
21-05-2021 08:00,0.57,45.27
21-05-2021 16:00,0.73,38.4
22-05-2021 00:00,0.45,18.37
22-05-2021 08:00,0.44,35.2
22-05-2021 16:00,0.69,34.36
23-05-2021 00:00,0.59,18.52
23-05-2021 08:00,0.51,42.69
23-05-2021 16:00,0.53,43.25
24-05-2021 00:00,0.52,20.93
24-05-2021 08:00,0.51,38.98
24-05-2021 16:00,0.6,40.05
25-05-2021 00:00,0.47,21.99
25-05-2021 08:00,0.58,35.91
25-05-2021 16:00,0.46,28.65
26-05-2021 00:00,0.42,26.57
26-05-2021 08:00,0.53,35.55
26-05-2021 16:00,0.44,36.48
27-05-2021 00:00,0.43,22.51
27-05-2021 08:00,0.52,35.01
27-05-2021 16:00,0.51,37.12
28-05-2021 00:00,0.44,22.33
28-05-2021 08:00,0.41,35.87
28-05-2021 16:00,0.46,36.56
29-05-2021 00:00,0.46,18.8
29-05-2021 08:00,0.45,35.19
29-05-2021 16:00,0.41,47.13
30-05-2021 00:00,0.46,28.43
30-05-2021 08:00,0.39,28.28
30-05-2021 16:00,0.35,28.33
31-05-2021 00:00,0.43,27.61
31-05-2021 08:00,0.5,42.85
31-05-2021 16:00,0.47,36.23
01-06-2021 0:00,0.29,22.51
01-06-2021 8:00,0.43,40.48
01-06-2021 16:00,0.4,38.09
02-06-2021 0:00,0.36,21.49
02-06-2021 8:00,0.45,21.97
02-06-2021 16:00,0.4,24.84
03-06-2021 0:00,0.34,28.95
03-06-2021 8:00,0.59,36.44
03-06-2021 16:00,0.74,32.17
04-06-2021 0:00,0.54,25.86
04-06-2021 8:00,0.53,36.67
04-06-2021 16:00,0.65,29.01
05-06-2021 0:00,0.44,24.59
05-06-2021 8:00,0.49,26.21
05-06-2021 16:00,0.36,46.72
06-06-2021 0:00,0.43,46.38
06-06-2021 8:00,0.24,45.2
06-06-2021 16:00,0.16,39.07
07-06-2021 0:00,0.37,25.94
07-06-2021 8:00,0.53,39.74
07-06-2021 16:00,0.75,42.13
08-06-2021 0:00,0.42,27.23
08-06-2021 8:00,0.53,37.67
08-06-2021 16:00,0.52,43.7
09-06-2021 0:00,0.34,26.66
09-06-2021 8:00,0.47,42.45
09-06-2021 16:00,0.59,45.32
10-06-2021 0:00,1.51,45.17
10-06-2021 8:00,1.26,45.66
10-06-2021 16:00,0.62,37.76
11-06-2021 0:00,0.1,27.63
11-06-2021 8:00,0.27,40.36
11-06-2021 16:00,0.37,41.26
12-06-2021 0:00,0.22,25.89
12-06-2021 8:00,0.32,28.27
12-06-2021 16:00,0.19,34.51
13-06-2021 00:00,0.18,25.34
13-06-2021 08:00,0.22,35.55
13-06-2021 16:00,0.11,32.07
14-06-2021 00:00,0.28,27.24
14-06-2021 08:00,0.68,34.64
14-06-2021 16:00,0.5,33.06
15-06-2021 00:00,0.31,24.5
15-06-2021 08:00,0.7,26.49
15-06-2021 16:00,0.29,25.13
16-06-2021 00:00,0.25,27.06
16-06-2021 08:00,0.64,43.77
16-06-2021 16:00,0.44,36.51
17-06-2021 00:00,0.33,26.11
17-06-2021 08:00,0.69,27.66
17-06-2021 16:00,0.47,26.12
18-06-2021 00:00,0.28,25.44
18-06-2021 08:00,0.76,25.94
18-06-2021 16:00,0.43,25.87
19-06-2021 00:00,0.38,26.74
19-06-2021 08:00,0.47,43.93
19-06-2021 16:00,0.41,36.7
20-06-2021 00:00,0.28,26.55
20-06-2021 08:00,0.32,39.2
20-06-2021 16:00,0.33,45.25
21-06-2021 00:00,0.41,45.89
21-06-2021 08:00,1.01,46.02
21-06-2021 16:00,0.79,41.08
22-06-2021 00:00,0.29,23.72
22-06-2021 08:00,0.92,28.47
22-06-2021 16:00,1.27,26.84
23-06-2021 00:00,0.54,28.61
23-06-2021 08:00,1,31.76
23-06-2021 16:00,1.1,31.81
24-06-2021 00:00,0.46,28.68
24-06-2021 08:00,0.94,33.59
24-06-2021 16:00,0.86,46.4
25-06-2021 00:00,0.4,46.78
25-06-2021 08:00,0.72,38.86
25-06-2021 16:00,0.72,35.83
26-06-2021 00:00,0.26,31.75
26-06-2021 08:00,0.81,46.93
26-06-2021 16:00,0.66,38.9
27-06-2021 00:00,0.42,27.71
27-06-2021 08:00,0.69,32.75
27-06-2021 16:00,0.52,31
28-06-2021 00:00,0.32,26.48
28-06-2021 08:00,0.82,36.06
28-06-2021 16:00,1.46,34.96
29-06-2021 00:00,0.17,30.19
29-06-2021 08:00,0.21,48.15
29-06-2021 16:00,0.27,34.57
30-06-2021 00:00,0.27,27.6
30-06-2021 08:00,0.53,46.78
30-06-2021 16:00,0.47,41.85
01-07-2021 0:00,0.19,29.01
01-07-2021 8:00,0.5,37.43
01-07-2021 16:00,0.28,35.25
02-07-2021 0:00,0.21,29.7
02-07-2021 8:00,0.42,47.32
02-07-2021 16:00,0.52,36.83
03-07-2021 0:00,0.25,28.16
03-07-2021 8:00,0.45,37.46
03-07-2021 16:00,0.4,46.43
04-07-2021 0:00,0.2,44.87
04-07-2021 8:00,0.38,44.06
04-07-2021 16:00,0.33,40.09
05-07-2021 0:00,0.21,27.34
05-07-2021 8:00,0.81,36.68
05-07-2021 16:00,0.95,34.32
06-07-2021 0:00,0.19,27.31
06-07-2021 8:00,0.49,44.49
06-07-2021 16:00,0.88,43.52
07-07-2021 0:00,0.2,34.39
07-07-2021 8:00,0.49,36.43
07-07-2021 16:00,0.45,36.73
08-07-2021 0:00,0.27,29.17
08-07-2021 8:00,0.5,27.69
08-07-2021 16:00,0.79,29.77
09-07-2021 0:00,0.32,27.87
09-07-2021 8:00,0.39,43.37
09-07-2021 16:00,0.56,43.08
10-07-2021 0:00,0.26,26.18
10-07-2021 8:00,0.58,41
10-07-2021 16:00,0.51,46.28
11-07-2021 0:00,0.45,44.32
11-07-2021 8:00,0.49,47.13
11-07-2021 16:00,0.37,34.93
12-07-2021 0:00,0.09,29.58
12-07-2021 8:00,0.41,43.93
12-07-2021 16:00,0.48,46.37
13-07-2021 00:00,0.34,29.74
13-07-2021 08:00,0.8,25.96
13-07-2021 16:00,0.94,27.56
14-07-2021 00:00,0.22,27.26
14-07-2021 08:00,0.7,30.35
14-07-2021 16:00,0.62,36.65
15-07-2021 00:00,0.2,20.79
15-07-2021 08:00,0.52,26.72
15-07-2021 16:00,0.38,37
16-07-2021 00:00,0.33,36.86
16-07-2021 08:00,0.48,39.28
16-07-2021 16:00,0.87,32.41
17-07-2021 00:00,0.38,27.39
17-07-2021 08:00,0.88,27.84
17-07-2021 16:00,0.9,28.8
18-07-2021 00:00,0.08,27.51
18-07-2021 08:00,0.52,29.99
18-07-2021 16:00,0.64,34.51
19-07-2021 00:00,0.45,27.43
19-07-2021 08:00,0.79,36.92
19-07-2021 16:00,1.1,39.63
20-07-2021 00:00,0.27,27.85
20-07-2021 08:00,0.56,36.74
20-07-2021 16:00,0.7,38.12
21-07-2021 00:00,0.4,27.83
21-07-2021 08:00,0.72,34.31
21-07-2021 16:00,0.77,36.52
22-07-2021 00:00,0.26,25.95
22-07-2021 08:00,0.73,32.47
22-07-2021 16:00,1.02,31.73
23-07-2021 00:00,0.39,20.11
23-07-2021 08:00,0.41,33.63
23-07-2021 16:00,0.33,31.12
24-07-2021 00:00,0.39,27.74
24-07-2021 08:00,0.68,34.85
24-07-2021 16:00,1.06,37.55
25-07-2021 00:00,0.23,37.26
25-07-2021 08:00,0.34,36.92
25-07-2021 16:00,0.41,32.96
26-07-2021 00:00,0.37,26.22
26-07-2021 08:00,0.68,36.16
26-07-2021 16:00,0.86,38.02
27-07-2021 00:00,0.37,27.91
27-07-2021 08:00,0.75,38.46
27-07-2021 16:00,0.71,43.7
28-07-2021 00:00,0.34,27.67
28-07-2021 08:00,0.6,38.05
28-07-2021 16:00,0.59,46.14
29-07-2021 00:00,0.38,46.71
29-07-2021 08:00,0.62,37.64
29-07-2021 16:00,0.57,32.03
30-07-2021 00:00,0.43,27.82
30-07-2021 08:00,0.66,40.24
30-07-2021 16:00,0.76,37.03
31-07-2021 00:00,0.43,29.59
31-07-2021 08:00,0.77,41.9
31-07-2021 16:00,0.96,48.47
01-08-2021 0:00,0.53,30.02
01-08-2021 8:00,0.68,40.86
01-08-2021 16:00,0.63,48.48
02-08-2021 0:00,0.4,30.6
02-08-2021 8:00,0.93,27.26
02-08-2021 16:00,1.12,34.4
03-08-2021 0:00,0.43,26.01
03-08-2021 8:00,1.16,37.75
03-08-2021 16:00,0.97,37.02
04-08-2021 0:00,0.61,29.82
04-08-2021 8:00,1.5,35.67
04-08-2021 16:00,None,None
05-08-2021 0:00,None,None
05-08-2021 8:00,1.3,53.15
05-08-2021 16:00,1.01,35.62
06-08-2021 0:00,0.18,24.39
06-08-2021 8:00,0.38,34.04
06-08-2021 16:00,None,None
07-08-2021 0:00,0.51,26.2
07-08-2021 8:00,1.13,36.93
07-08-2021 16:00,1.53,43.22
08-08-2021 0:00,0.52,27.6
08-08-2021 8:00,0.75,36.7
08-08-2021 16:00,0.58,31.95
09-08-2021 0:00,0.55,27.67
09-08-2021 8:00,1.05,41.87
09-08-2021 16:00,0.92,40.72
10-08-2021 0:00,0.45,24.23
10-08-2021 8:00,1.23,25.82
10-08-2021 16:00,1.36,25.98
11-08-2021 0:00,0.48,19.39
11-08-2021 8:00,None,None
11-08-2021 16:00,1.32,33.94
12-08-2021 0:00,0.09,19.16
12-08-2021 8:00,0.72,29.76
12-08-2021 16:00,1.48,43.26
13-08-2021 00:00,0.49,24.27
13-08-2021 08:00,1.24,36.96
13-08-2021 16:00,1.8,42.81
14-08-2021 00:00,0.45,26.98
14-08-2021 08:00,0.93,33.54
14-08-2021 16:00,1.03,31.01
15-08-2021 00:00,0.33,26.63
15-08-2021 08:00,0.72,26.39
15-08-2021 16:00,0.96,25.86
16-08-2021 00:00,0.36,27.34
16-08-2021 08:00,1.12,27
16-08-2021 16:00,1.31,31.48
17-08-2021 00:00,0.46,24.69
17-08-2021 08:00,1.02,30.46
17-08-2021 16:00,1.15,38.15
18-08-2021 00:00,0.43,23.92
18-08-2021 08:00,1.03,33.85
18-08-2021 16:00,0.82,35.14
19-08-2021 00:00,0.52,24.71
19-08-2021 08:00,0.96,24.94
19-08-2021 16:00,None,None
20-08-2021 00:00,None,None
20-08-2021 08:00,None,None
20-08-2021 16:00,None,None
21-08-2021 00:00,None,None
21-08-2021 08:00,0.7,42.57
21-08-2021 16:00,1.55,31.83
22-08-2021 00:00,0.59,27.27
22-08-2021 08:00,0.9,40.06
22-08-2021 16:00,0.89,46.97
23-08-2021 00:00,0.54,43.99
23-08-2021 08:00,1.1,47.58
23-08-2021 16:00,0.9,43.96
24-08-2021 00:00,None,None
24-08-2021 08:00,0.85,46.76
24-08-2021 16:00,1.16,32.28
25-08-2021 00:00,0.52,25.87
25-08-2021 08:00,1.02,34.54
25-08-2021 16:00,1.23,45.17
26-08-2021 00:00,0.35,30.02
26-08-2021 08:00,0.77,36.16
26-08-2021 16:00,1.53,30.78
27-08-2021 00:00,0.16,25.72
27-08-2021 08:00,0.91,33.66
27-08-2021 16:00,1.56,31.08
28-08-2021 00:00,0.37,21.73
28-08-2021 08:00,1.2,38.38
28-08-2021 16:00,0.93,31.68
29-08-2021 00:00,0.5,24.5
29-08-2021 08:00,0.96,25.01
29-08-2021 16:00,0.77,24.58
30-08-2021 00:00,0.43,25.48
30-08-2021 08:00,1.18,38.9
30-08-2021 16:00,1.52,30.84
31-08-2021 00:00,0.61,25.38
31-08-2021 08:00,1.16,25.15
31-08-2021 16:00,1.12,42.52
01-09-2021 0:00,0.53,26.41
01-09-2021 8:00,1.02,26.73
01-09-2021 16:00,0.93,42.91
02-09-2021 0:00,0.53,30.16
02-09-2021 8:00,1.38,27.86
02-09-2021 16:00,None,None
03-09-2021 0:00,None,None
03-09-2021 8:00,1.3,35.56
03-09-2021 16:00,1.3,35.41
04-09-2021 0:00,0.63,35.48
04-09-2021 8:00,1.37,30.9
04-09-2021 16:00,1.55,42.66
05-09-2021 0:00,0.45,27.14
05-09-2021 8:00,0.81,25.37
05-09-2021 16:00,0.81,35.18
06-09-2021 0:00,0.41,24.86
06-09-2021 8:00,1.09,35.34
06-09-2021 16:00,1.52,33.87
07-09-2021 0:00,0.39,25.38
07-09-2021 8:00,0.7,34.39
07-09-2021 16:00,0.83,38.76
08-09-2021 0:00,0.43,29.26
08-09-2021 8:00,0.71,35.68
08-09-2021 16:00,0.99,34.8
09-09-2021 0:00,0.45,24.61
09-09-2021 8:00,0.91,36.07
09-09-2021 16:00,1.23,40.45
10-09-2021 0:00,0.49,28.76
10-09-2021 8:00,0.65,35.16
10-09-2021 16:00,0.76,32.89
11-09-2021 0:00,0.42,25.09
11-09-2021 8:00,0.82,35.37
11-09-2021 16:00,0.72,41.36
12-09-2021 0:00,0.41,25.25
12-09-2021 8:00,0.6,36.13
12-09-2021 16:00,0.73,41.74
13-09-2021 00:00,0.43,26.62
13-09-2021 08:00,0.79,36.32
13-09-2021 16:00,1.12,36
14-09-2021 00:00,0.52,25.49
14-09-2021 08:00,1.07,37.25
14-09-2021 16:00,1.11,35.5
15-09-2021 00:00,0.46,25.4
15-09-2021 08:00,0.73,36.76
15-09-2021 16:00,1,43.47
16-09-2021 00:00,0.53,24.2
16-09-2021 08:00,0.96,37.05
16-09-2021 16:00,1.3,40.8
17-09-2021 00:00,0.53,23.73
17-09-2021 08:00,1.15,34.87
17-09-2021 16:00,2.1,40.12
18-09-2021 00:00,0.52,26.29
18-09-2021 08:00,1.01,26.13
18-09-2021 16:00,1.45,25.86
19-09-2021 00:00,0.57,26.34
19-09-2021 08:00,0.64,27.94
19-09-2021 16:00,0.75,37.86
20-09-2021 00:00,0.66,26.08
20-09-2021 08:00,1.33,31.55
20-09-2021 16:00,1.07,39.19
21-09-2021 00:00,0.58,38.45
21-09-2021 08:00,0.97,43.5
21-09-2021 16:00,2.09,41.41
22-09-2021 00:00,0.56,26.15
22-09-2021 08:00,1.24,30.23
22-09-2021 16:00,1.32,31.21
23-09-2021 00:00,0.46,27.76
23-09-2021 08:00,1.3,29.36
23-09-2021 16:00,1.98,36.07
24-09-2021 00:00,0.35,33.7
24-09-2021 08:00,1.13,38.38
24-09-2021 16:00,2.31,35.58
25-09-2021 00:00,0.27,25.75
25-09-2021 08:00,0.78,37.38
25-09-2021 16:00,1.34,46.11
26-09-2021 00:00,0.39,46.48
26-09-2021 08:00,1.19,46.49
26-09-2021 16:00,1.54,46.59
27-09-2021 00:00,0.53,32.98
27-09-2021 08:00,1.23,27.85
27-09-2021 16:00,0.96,34.01
28-09-2021 00:00,0.46,26.21
28-09-2021 08:00,1.21,28.51
28-09-2021 16:00,1.25,37.15
29-09-2021 00:00,0.43,37.38
29-09-2021 08:00,1.06,37.04
29-09-2021 16:00,1.63,47.31
30-09-2021 00:00,0.52,27.88
30-09-2021 08:00,1.33,35.6
30-09-2021 16:00,2.42,37.49
01-10-2021 0:00,0.52,26.16
01-10-2021 8:00,0.62,37.15
01-10-2021 16:00,0.5,37.22
02-10-2021 0:00,0.55,28.61
02-10-2021 8:00,0.33,33.88
02-10-2021 16:00,0.28,41.94
03-10-2021 0:00,0.14,27.94
03-10-2021 8:00,0.19,28.45
03-10-2021 16:00,1.68,27.97
04-10-2021 0:00,0.56,28.29
04-10-2021 8:00,0.33,37.56
04-10-2021 16:00,0.35,36.15
05-10-2021 0:00,0.67,27.51
05-10-2021 8:00,0.59,27.94
05-10-2021 16:00,0.88,27.71
06-10-2021 0:00,0.63,25.75
06-10-2021 8:00,0.96,31.88
06-10-2021 16:00,1.04,32.98
07-10-2021 0:00,0.6,29.38
07-10-2021 8:00,0.93,38.61
07-10-2021 16:00,1.3,46.22
08-10-2021 0:00,0.48,46.19
08-10-2021 8:00,1.1,46.09
08-10-2021 16:00,1.46,40.16
09-10-2021 0:00,0.42,18.31
09-10-2021 8:00,1.34,29.73
09-10-2021 16:00,3.01,36.1
10-10-2021 0:00,0.24,25.62
10-10-2021 8:00,0.52,38.22
10-10-2021 16:00,0.77,40.16
11-10-2021 0:00,0.39,25.71
11-10-2021 8:00,1.36,35.91
11-10-2021 16:00,1.09,37.16
12-10-2021 0:00,0.48,36.91
12-10-2021 8:00,1.08,36.93
12-10-2021 16:00,1.53,30.91
13-10-2021 00:00,0.41,29.92
13-10-2021 08:00,1.28,36.64
13-10-2021 16:00,1.49,40.38
14-10-2021 00:00,0.74,29.91
14-10-2021 08:00,1.18,35.82
14-10-2021 16:00,1.48,33.49
15-10-2021 00:00,0.34,29.69
15-10-2021 08:00,0.65,34.36
15-10-2021 16:00,1.02,37.02
16-10-2021 00:00,0.97,29.94
16-10-2021 08:00,0.77,33.79
16-10-2021 16:00,1.62,35.85
17-10-2021 00:00,0.74,27.68
17-10-2021 08:00,1.15,36.52
17-10-2021 16:00,1.64,32.83
18-10-2021 00:00,0.64,29.91
18-10-2021 08:00,1.15,37.93
18-10-2021 16:00,0.98,32.02
19-10-2021 00:00,0.58,29.52
19-10-2021 08:00,1.57,37.66
19-10-2021 16:00,1.93,38.83
20-10-2021 00:00,1.57,39.23
20-10-2021 08:00,0.93,43.24
20-10-2021 16:00,0.7,49.13
21-10-2021 00:00,0.56,31.13
21-10-2021 08:00,0.49,36.72
21-10-2021 16:00,0.82,43.27
22-10-2021 00:00,1.33,43.69
22-10-2021 08:00,1.29,38.5
22-10-2021 16:00,0.53,41.25
23-10-2021 00:00,0.34,29.52
23-10-2021 08:00,0.41,33.16
23-10-2021 16:00,0.94,38.37
24-10-2021 00:00,0.41,31.47
24-10-2021 08:00,1.03,36.11
24-10-2021 16:00,0.48,42.16
25-10-2021 00:00,0.24,31.54
25-10-2021 08:00,0.48,38.04
25-10-2021 16:00,1.11,39.21
26-10-2021 00:00,0.59,29.77
26-10-2021 08:00,0.71,37.13
26-10-2021 16:00,1.2,34.17
27-10-2021 00:00,0.53,31.4
27-10-2021 08:00,0.56,31.35
27-10-2021 16:00,1.03,28.95
28-10-2021 00:00,0.99,27.38
28-10-2021 08:00,1.48,38.15
28-10-2021 16:00,1.83,39.25
29-10-2021 00:00,None,None
29-10-2021 08:00,None,None
29-10-2021 16:00,None,None
30-10-2021 00:00,None,None
30-10-2021 08:00,None,None
30-10-2021 16:00,None,None
31-10-2021 00:00,None,None
31-10-2021 08:00,None,None
31-10-2021 16:00,None,None
01-11-2021 0:00,None,None
01-11-2021 8:00,None,None
01-11-2021 16:00,None,None
02-11-2021 0:00,None,None
02-11-2021 8:00,0.34,46.09
02-11-2021 16:00,0.56,39.61
03-11-2021 0:00,0.27,29.45
03-11-2021 8:00,0.34,35.92
03-11-2021 16:00,0.54,37.98
04-11-2021 0:00,0.37,31.86
04-11-2021 8:00,0.5,40.89
04-11-2021 16:00,0.6,33.98
05-11-2021 0:00,0.35,31.22
05-11-2021 8:00,0.64,35.22
05-11-2021 16:00,0.82,41.15
06-11-2021 0:00,0.34,32.06
06-11-2021 8:00,0.58,43.53
06-11-2021 16:00,1.2,42.77
07-11-2021 0:00,0.64,26.33
07-11-2021 8:00,0.71,25.62
07-11-2021 16:00,0.95,23.96
08-11-2021 0:00,0.72,22.54
08-11-2021 8:00,None,None
08-11-2021 16:00,None,None
09-11-2021 0:00,None,None
09-11-2021 8:00,None,None
09-11-2021 16:00,None,None
10-11-2021 0:00,None,None
10-11-2021 8:00,1.31,36.53
10-11-2021 16:00,1.14,33.22
11-11-2021 0:00,0.49,26.99
11-11-2021 8:00,1.47,27.09
11-11-2021 16:00,1.57,23.16
12-11-2021 0:00,0.57,22.02
12-11-2021 8:00,1.74,23.8
12-11-2021 16:00,2,24.73
13-11-2021 00:00,0.4,20.84
13-11-2021 08:00,0.33,16.12
13-11-2021 16:00,1.16,20.64
14-11-2021 00:00,0.63,20.42
14-11-2021 08:00,0.89,20.63
14-11-2021 16:00,1.42,29.51
15-11-2021 00:00,0.52,20.84
15-11-2021 08:00,1.03,31.72
15-11-2021 16:00,1.29,36.85
16-11-2021 00:00,None,None
16-11-2021 08:00,2.08,39.97
16-11-2021 16:00,1.12,30.07
17-11-2021 00:00,0.22,25.85
17-11-2021 08:00,0.57,26.45
17-11-2021 16:00,0.98,25.69
18-11-2021 00:00,0.67,19.42
18-11-2021 08:00,1.35,23.73
18-11-2021 16:00,1.78,27.14
19-11-2021 00:00,0.77,20.47
19-11-2021 08:00,1.59,27.22
19-11-2021 16:00,2.14,25.84
20-11-2021 00:00,0.54,28.94
20-11-2021 08:00,1.02,29.46
20-11-2021 16:00,2.11,29.63
21-11-2021 00:00,0.82,29.61
21-11-2021 08:00,0.98,33.5
21-11-2021 16:00,1.32,29.97
22-11-2021 00:00,0.67,28.57
22-11-2021 08:00,0.76,32.39
22-11-2021 16:00,1.08,29.18
23-11-2021 00:00,0.2,30.38
23-11-2021 08:00,0.34,38.54
23-11-2021 16:00,0.75,44.56
24-11-2021 00:00,0.45,44.49
24-11-2021 08:00,0.49,44.83
24-11-2021 16:00,0.61,40.59
25-11-2021 00:00,0.05,41.93
25-11-2021 08:00,0.53,18.6
25-11-2021 16:00,0.62,16.79
26-11-2021 00:00,0.5,16.85
26-11-2021 08:00,0.5,32.26
26-11-2021 16:00,0.96,26.93
27-11-2021 00:00,0.46,25.95
27-11-2021 08:00,0.75,29.93
27-11-2021 16:00,None,None
28-11-2021 00:00,None,None
28-11-2021 08:00,None,None
28-11-2021 16:00,None,None
29-11-2021 00:00,None,None
29-11-2021 08:00,None,None
29-11-2021 16:00,None,None
30-11-2021 00:00,None,None
30-11-2021 08:00,None,None
30-11-2021 16:00,0.47,38.88
01-12-2021 0:00,0.23,24.46
01-12-2021 8:00,0.35,32.23
01-12-2021 16:00,0.61,30.58
02-12-2021 0:00,0.51,23.72
02-12-2021 8:00,0.47,32.55
02-12-2021 16:00,0.74,29.68
03-12-2021 0:00,0.49,30.5
03-12-2021 8:00,0.82,34.61
03-12-2021 16:00,1.83,34.69
04-12-2021 0:00,1,33.5
04-12-2021 8:00,1.08,34.79
04-12-2021 16:00,1.62,29.14
05-12-2021 0:00,0.62,28.91
05-12-2021 8:00,0.75,32.36
05-12-2021 16:00,1.1,29.96
06-12-2021 0:00,1.1,29.9
06-12-2021 8:00,1.05,42.82
06-12-2021 16:00,1.31,44.61
07-12-2021 0:00,0.81,26.22
07-12-2021 8:00,0.65,29.2
07-12-2021 16:00,1.22,33.08
08-12-2021 0:00,0.38,26.23
08-12-2021 8:00,0.55,35.32
08-12-2021 16:00,1.31,29.58
09-12-2021 0:00,0.45,24.94
09-12-2021 8:00,0.5,36.04
09-12-2021 16:00,0.66,34.39
10-12-2021 0:00,0.58,37.89
10-12-2021 8:00,0.51,36.35
10-12-2021 16:00,0.61,37.61
11-12-2021 0:00,0.54,25.73
11-12-2021 8:00,0.61,26.97
11-12-2021 16:00,0.99,25.31
12-12-2021 0:00,0.8,26.96
12-12-2021 8:00,0.32,26.24
12-12-2021 16:00,0.52,23.73
13-12-2021 00:00,0.3,26.79
13-12-2021 08:00,0.36,31.33
13-12-2021 16:00,0.68,31.09
14-12-2021 00:00,0.29,24.94
14-12-2021 08:00,0.52,37.29
14-12-2021 16:00,0.74,40.17
15-12-2021 00:00,0.39,24.96
15-12-2021 08:00,0.7,31.95
15-12-2021 16:00,1.05,32.09
16-12-2021 00:00,0.44,32.71
16-12-2021 08:00,0.61,36.9
16-12-2021 16:00,1.01,36.56
17-12-2021 00:00,0.46,23.07
17-12-2021 08:00,0.53,32.36
17-12-2021 16:00,1.12,39.23
18-12-2021 00:00,0.61,36.48
18-12-2021 08:00,0.68,40.9
18-12-2021 16:00,0.79,29.22
19-12-2021 00:00,0.25,27.76
19-12-2021 08:00,0.34,31.19
19-12-2021 16:00,0.81,28.45
20-12-2021 00:00,0.42,24.16
20-12-2021 08:00,0.46,35.21
20-12-2021 16:00,0.63,32.2
21-12-2021 00:00,0.44,30.05
21-12-2021 08:00,0.56,33.14
21-12-2021 16:00,2.09,26.7
22-12-2021 00:00,0.99,24.79
22-12-2021 08:00,0.48,29.23
22-12-2021 16:00,0.82,43.92
23-12-2021 00:00,0.6,21.24
23-12-2021 08:00,0.66,26.99
23-12-2021 16:00,1.1,22.79
24-12-2021 00:00,0.48,18.56
24-12-2021 08:00,0.34,30.7
24-12-2021 16:00,0.61,24.88
25-12-2021 00:00,0.86,18.81
25-12-2021 08:00,0.54,33.08
25-12-2021 16:00,0.65,25.59
26-12-2021 00:00,0.61,17.66
26-12-2021 08:00,0.47,28.25
26-12-2021 16:00,0.47,30.98
27-12-2021 00:00,0.31,27.78
27-12-2021 08:00,0.26,34.36
27-12-2021 16:00,0.56,35.83
28-12-2021 00:00,0.34,21.92
28-12-2021 08:00,0.26,36.12
28-12-2021 16:00,0.55,35.49
29-12-2021 00:00,0.38,18.26
29-12-2021 08:00,0.32,25.71
29-12-2021 16:00,0.54,20.81
30-12-2021 00:00,0.33,17.13
30-12-2021 08:00,0.33,26.62
30-12-2021 16:00,0.53,32.12
31-12-2021 00:00,0.31,21.01
31-12-2021 08:00,0.44,29.09
31-12-2021 16:00,0.63,30.36
01-01-2022 0:00,0.34,33.39
01-01-2022 8:00,0.41,32.42
01-01-2022 16:00,0.48,33.69
02-01-2022 0:00,0.24,19.73
02-01-2022 8:00,0.2,18.51
02-01-2022 16:00,0.41,18.5
03-01-2022 0:00,0.25,16.8
03-01-2022 8:00,0.41,30.7
03-01-2022 16:00,0.56,34.67
04-01-2022 0:00,0.41,22.63
04-01-2022 8:00,0.43,29.9
04-01-2022 16:00,0.38,31.96
05-01-2022 0:00,0.28,20.69
05-01-2022 8:00,0.48,23.38
05-01-2022 16:00,0.62,30.91
06-01-2022 0:00,0.33,27.3
06-01-2022 8:00,0.38,27.9
06-01-2022 16:00,0.45,34.9
07-01-2022 0:00,0.35,17.66
07-01-2022 8:00,0.34,30.46
07-01-2022 16:00,0.49,36.53
08-01-2022 0:00,0.29,20.11
08-01-2022 8:00,0.33,25.56
08-01-2022 16:00,0.49,28.96
09-01-2022 0:00,0.27,27.43
09-01-2022 8:00,0.34,27.07
09-01-2022 16:00,0.41,25.25
10-01-2022 0:00,0.41,26.55
10-01-2022 8:00,0.36,27.61
10-01-2022 16:00,0.42,28.11
11-01-2022 0:00,0.34,25.94
11-01-2022 8:00,0.36,27.51
11-01-2022 16:00,0.5,23.03
12-01-2022 0:00,0.44,17.93
12-01-2022 8:00,0.67,26.58
12-01-2022 16:00,0.95,25.59
13-01-2022 00:00,0.41,25.2
13-01-2022 08:00,0.57,32.59
13-01-2022 16:00,1.54,35.11
14-01-2022 00:00,0.85,36.47
14-01-2022 08:00,0.38,38.5
