Date,PM2.5,PM10,SO2,NOx,CO,NH3
21-04-2021,42.74,91.42,5.81,36.43,1.03,19.31
22-04-2021,31,69,6.8,20.17,None,17.7
23-04-2021,None,None,None,None,None,None
24-04-2021,None,None,None,None,None,None
25-04-2021,None,None,None,None,None,None
26-04-2021,None,None,None,None,None,None
27-04-2021,None,None,None,None,None,None
28-04-2021,None,None,None,None,None,None
29-04-2021,43.11,120.93,3.43,21.46,0.68,24.09
30-04-2021,33.55,75.59,2.97,18.48,0.51,24.32
01-05-2021,40.76,113.08,3,15.08,0.57,21.66
02-05-2021,26.49,53.48,3.29,4.55,0.43,4.1
03-05-2021,11.45,31.76,3.27,10.37,0.43,10.24
04-05-2021,19.72,47.4,2.94,10.57,0.68,15.09
05-05-2021,26.28,55.06,3.3,11.04,0.48,12.81
06-05-2021,18.41,45.76,3.2,10.6,0.43,10.86
07-05-2021,10.59,29.66,3.25,10.85,0.34,7.23
08-05-2021,11.91,33.46,2.92,10.86,0.35,7.14
09-05-2021,14.68,35.08,3.28,11.13,0.26,7.24
10-05-2021,15.44,36.97,3.19,10.61,0.5,17.06
11-05-2021,18.82,44.78,3,10.55,0.66,13.57
12-05-2021,17.16,39.24,2.99,9.84,0.67,16.92
13-05-2021,11.14,28.26,2.96,10.35,1.07,15.01
14-05-2021,None,None,None,None,None,None
15-05-2021,None,None,None,None,None,None
16-05-2021,None,None,None,None,None,None
17-05-2021,None,None,None,None,None,None
18-05-2021,None,None,None,None,None,None
19-05-2021,None,None,None,None,None,None
20-05-2021,9.76,37.07,2.99,7.25,0.41,13.24
21-05-2021,13.66,39.09,2.9,6,0.58,19.21
22-05-2021,15.39,39.7,2.93,14.29,0.54,4.79
23-05-2021,14.66,42.88,2.86,13.93,0.54,2.24
24-05-2021,18.86,72.88,2.62,13.22,0.54,2.9
25-05-2021,13.89,46.7,2.96,16.78,0.5,2.67
26-05-2021,16.15,54.42,3,15.52,0.47,3.63
27-05-2021,17.94,82.16,2.71,14.42,0.49,4.11
28-05-2021,16.18,67.56,2.81,14.9,0.44,3.61
29-05-2021,9.8,39.57,2.79,15.47,0.44,3.16
30-05-2021,6.66,26.08,2.99,17.45,0.4,1.68
31-05-2021,8.87,37.96,2.83,15.61,0.47,2.76
01-06-2021,6.35,27.77,2.89,15.98,0.38,2.43
02-06-2021,7.43,26.54,2.7,16.23,0.4,2.53
03-06-2021,8.75,26.32,2.84,16.48,0.58,3.18
04-06-2021,9.11,22.15,2.6,15.46,0.56,4.25
05-06-2021,5.2,19.79,2.71,16.26,0.44,5.39
06-06-2021,4.57,22.07,2.68,17.74,0.27,1.99
07-06-2021,13.97,39.85,2.63,14.38,0.54,4.68
08-06-2021,15.14,55.81,2.77,23.14,0.49,2.51
09-06-2021,10.08,50.85,2.64,19.33,0.48,3.08
10-06-2021,8.75,46.34,2.79,20.42,1.09,3.19
11-06-2021,8.95,54.66,2.81,19.71,0.25,3.18
12-06-2021,5.77,41.63,2.49,19.26,0.25,3.09
13-06-2021,4.77,29.9,2.79,18.03,0.17,3.12
14-06-2021,6.44,41.65,2.82,19.88,0.47,3.1
15-06-2021,11.3,46.22,2.87,20.01,0.44,3.13
16-06-2021,16.09,66.21,2.59,20.17,0.43,3.12
17-06-2021,16.97,70.56,2.85,19.95,0.49,2.93
18-06-2021,32.56,78.18,2.82,19.99,0.49,2.85
19-06-2021,21.53,111.73,3.02,19.67,0.43,3.18
20-06-2021,20.61,87.38,2.76,18.93,0.31,3.32
21-06-2021,20.28,88.2,2.85,22.8,0.75,7.53
22-06-2021,38.37,157.81,2.83,27.4,1.09,10.56
23-06-2021,27.6,113.83,2.92,25.28,0.89,10.61
24-06-2021,26.38,107.23,2.84,24.43,0.77,10.48
25-06-2021,30.83,138.41,2.8,24.61,0.61,10.56
26-06-2021,16.06,72.3,2.66,22.62,0.68,10.44
27-06-2021,12.22,48.3,2.67,21.2,0.56,10.46
28-06-2021,25.75,99.55,2.94,28.93,0.93,10.78
29-06-2021,18.67,60.61,2.81,21.65,0.23,10.44
30-06-2021,20.27,69.41,2.94,25.05,0.43,10.46
01-07-2021,16.6,59.55,2.64,22.85,0.34,10.36
02-07-2021,9.97,50.74,2.65,23.02,0.39,10.11
03-07-2021,14.06,51.83,2.68,21.83,0.37,10.14
04-07-2021,8.86,33.07,2.94,21.09,0.3,10.08
05-07-2021,11.22,39.62,2.94,26.71,0.68,10.47
06-07-2021,19.49,58.78,2.65,26.59,0.52,10.54
07-07-2021,16.7,58.98,2.85,25.11,0.41,10.52
08-07-2021,15.81,60.1,2.92,26.61,0.54,10.56
09-07-2021,11.89,47.11,2.87,24.84,0.42,10.54
10-07-2021,8.79,42.95,2.52,23.9,0.44,10.42
11-07-2021,8.93,47.85,2.71,22.67,0.43,10.31
12-07-2021,12.33,54.13,2.75,23.55,0.39,10.51
13-07-2021,11.7,52.92,5.07,24.46,0.72,10.67
14-07-2021,10.21,31.15,8.64,24.08,0.49,10.85
15-07-2021,7.83,23.26,8.51,13.45,0.37,17.96
16-07-2021,11.4,50.78,8.64,11.58,0.56,22.22
17-07-2021,15.44,65.39,8.32,11.53,0.69,19.81
18-07-2021,6.2,27.31,5.81,8.91,0.52,11.06
19-07-2021,12.02,57.22,5.77,9.83,0.77,13
20-07-2021,13.62,138.06,5.59,8.24,0.52,12.48
21-07-2021,10.52,74.6,5.61,8.99,0.63,11.66
22-07-2021,10.77,49.56,5.57,10.24,0.58,11.85
23-07-2021,11.35,72.38,5.82,13.25,0.37,11.71
24-07-2021,15.23,90.35,5.69,13.65,0.72,15.6
25-07-2021,10.22,69.49,6.66,22.19,0.33,9.83
26-07-2021,13.32,86.38,8.57,18.47,0.6,12.35
27-07-2021,14.34,117.58,8.71,7.88,0.63,12.74
28-07-2021,14.14,111.27,8.24,6.55,0.5,13.11
29-07-2021,15.15,124.87,4.4,11.62,0.54,15.44
30-07-2021,15.72,118.42,4.53,15.54,0.62,16.18
31-07-2021,16.75,112.22,4.35,18.09,0.72,15.82
01-08-2021,13.52,99.32,4.27,31.49,0.63,5.74
02-08-2021,15.55,86.95,5.14,25.47,0.8,4.96
03-08-2021,14.02,84.45,5.4,23.35,0.89,13.25
04-08-2021,9.22,58.63,6.45,21.46,0.87,19.63
05-08-2021,12.29,51.08,6.83,25.41,1.07,16.93
06-08-2021,12.83,84.74,7.72,21.69,0.28,17.08
07-08-2021,15.19,73.18,5.13,25.78,1.03,4.23
08-08-2021,11.11,69.1,4.53,19.88,0.61,5.76
09-08-2021,13.1,66.76,4.36,22.55,0.82,4.67
10-08-2021,16,83.86,4.34,22.9,1.02,7.19
11-08-2021,19.1,95.95,3.83,28.15,0.97,3.74
12-08-2021,14.26,67.14,4.54,25.25,1,4.43
13-08-2021,19.72,86.09,4.61,28.21,1.21,4.08
14-08-2021,16.03,81.27,4.45,24.18,0.78,5.32
15-08-2021,13.85,65.6,4.46,22.64,0.67,6.21
16-08-2021,16.63,60.81,4.54,25.06,0.91,6.53
17-08-2021,20.64,78.08,4.49,24.38,0.84,6.85
18-08-2021,13.57,59.93,4.47,23.04,0.79,7.23
19-08-2021,9.79,60.37,4.38,23.62,0.77,7.12
20-08-2021,None,None,None,None,None,None
21-08-2021,19.39,72.79,4.69,24.79,1.03,6.25
22-08-2021,14.56,38.3,4.44,23.98,0.79,6.81
23-08-2021,14.09,51.02,4.45,22.13,0.83,8.96
24-08-2021,26.87,67.46,4.33,17.13,1.04,4.83
25-08-2021,19.56,54.86,4.59,16.06,0.91,4.71
26-08-2021,8.67,59.29,4.59,17.27,0.82,5.97
27-08-2021,11.39,114.39,4.52,16.54,0.84,11.45
28-08-2021,6.92,45.13,4.61,15.74,0.88,14.6
29-08-2021,8.34,38.07,4.63,16.64,0.76,12.25
30-08-2021,12.71,57.13,4.52,17.63,1.05,10.91
31-08-2021,18.3,93.18,4.71,17.12,0.94,10.89
01-09-2021,16.63,84,4.55,17.61,0.83,10.93
02-09-2021,12.04,57,4.38,15.13,0.72,11.2
03-09-2021,18,92.45,4.69,22.26,1.3,10.92
04-09-2021,14.88,72.17,4.64,23.31,1.44,10.67
05-09-2021,10.34,49.86,4.61,15.25,0.7,10.7
06-09-2021,9.43,48.06,4.58,17.91,0.99,10.57
07-09-2021,8.93,53.76,4.67,15.31,0.64,10.39
08-09-2021,10.43,59.21,4.49,15.79,0.7,10.3
09-09-2021,17.13,110,4.45,18.57,0.87,10.39
10-09-2021,13.08,84.8,4.47,15.38,0.63,10.36
11-09-2021,11.25,68.71,4.44,14.99,0.66,10.27
12-09-2021,7.44,53.61,4.41,13.42,0.57,10.32
13-09-2021,10.03,61.69,4.43,14.9,0.78,10.23
14-09-2021,12.93,66.96,4.36,14.99,0.89,10.34
15-09-2021,15.25,76.38,4.48,17,0.71,10.35
16-09-2021,18.47,92.51,4.49,18.47,0.96,10.47
17-09-2021,24.73,104.32,4.58,21.27,1.29,10.73
18-09-2021,21.11,97.55,4.48,20.54,0.96,10.77
19-09-2021,21.28,82.22,4.43,16.94,0.67,10.97
20-09-2021,23.4,50.97,4.48,17.33,1.01,11.59
21-09-2021,14.58,47.17,4.41,12.64,1.29,24.54
22-09-2021,13.4,80.22,4.47,10.88,1.03,22.97
23-09-2021,16.9,90.58,4.55,14.35,1.26,26.16
24-09-2021,25.2,121.67,4.64,23.43,1.35,28.65
25-09-2021,14.96,71.33,4.43,18.94,0.82,22.6
26-09-2021,13,58.35,4.3,18.06,1.06,23.24
27-09-2021,11.11,64.37,4.37,20.13,0.93,20
28-09-2021,14.02,71.9,4.51,21.44,1,19.39
29-09-2021,16.98,96.53,4.66,18.48,1.08,22.84
30-09-2021,19.42,93.41,4.52,22.05,1.51,25.23
01-10-2021,12.75,50.89,4.55,31.17,0.55,11.95
02-10-2021,13.5,45.5,4.51,16.31,0.41,12.45
03-10-2021,9.63,22.68,4.49,15.65,0.51,11.44
04-10-2021,8.08,29.54,4.36,14.14,0.38,10.31
05-10-2021,15.67,58.24,4.38,11.58,0.7,16.13
06-10-2021,13.82,37.52,4.45,16.28,0.9,16.68
07-10-2021,12.59,56.69,4.34,20.16,0.94,13.78
08-10-2021,13.74,54.71,4.36,13.67,1.02,19.08
09-10-2021,16.22,64.43,4.33,11.09,1.6,29.33
10-10-2021,13,56.51,4.37,12.45,0.52,20.62
11-10-2021,16.6,46.35,4.33,15.96,0.96,21.7
12-10-2021,11.7,37.54,4.38,13.61,1,22.59
13-10-2021,10.53,48.03,4.41,13.61,1.12,23.54
14-10-2021,16.4,75.55,4.34,13.73,1.17,24.55
15-10-2021,23.1,58.73,4.23,31.08,0.66,13.9
16-10-2021,31.67,59.13,4.47,20.57,1.13,19.1
17-10-2021,24.54,67.92,4.34,14.43,1.19,21.22
18-10-2021,27.16,71.75,4.36,16.27,0.93,18.92
19-10-2021,33.63,117.18,4.37,13.47,1.33,25.11
20-10-2021,46.26,157.47,4.4,23.13,1.12,24.79
21-10-2021,29.87,81.1,4.24,24.06,0.61,14.21
22-10-2021,26.42,55.54,4.23,22.55,1.04,12.15
23-10-2021,25.25,58.36,4.23,18.14,0.57,15.39
24-10-2021,11.87,40.94,4.32,13.97,0.66,19.57
25-10-2021,29.74,71.64,4.29,17.17,0.59,19.55
26-10-2021,38.71,84.63,4.28,30.55,0.83,15.49
27-10-2021,51.17,115.27,4.35,20.22,0.74,14.07
28-10-2021,64.78,146.87,4.42,26.67,1.28,13.6
29-10-2021,None,None,None,None,None,None
30-10-2021,None,None,None,None,None,None
31-10-2021,None,None,None,None,None,None
01-11-2021,None,None,None,None,None,None
02-11-2021,19.56,42.81,4.81,15,0.5,18.1
03-11-2021,22.81,44.98,5.37,16.01,0.4,15.43
04-11-2021,39.76,64.65,6.38,16.01,0.49,16.06
05-11-2021,36.73,56.62,6.56,14.57,0.64,20.53
06-11-2021,27.94,61.56,5.79,14.4,0.74,20.68
07-11-2021,36.55,67,6.4,16.02,0.71,15.79
08-11-2021,46.07,73.47,17.46,18.49,0.72,10.13
09-11-2021,None,None,None,None,None,None
10-11-2021,45.39,110.48,5.83,9.56,1.2,20.87
11-11-2021,41.34,61.81,5.85,11.66,1.16,21.82
12-11-2021,23.9,38.14,5.87,15.29,1.49,24.68
13-11-2021,13.56,24.97,5.85,29.92,0.63,6.82
14-11-2021,14.88,43.86,5.69,17.09,0.98,6.61
15-11-2021,16.95,49.32,5.72,15.96,0.9,7.37
16-11-2021,16.09,49.88,5.83,18.81,1.48,1.87
17-11-2021,10.66,28.26,5.69,17.98,0.63,2.88
18-11-2021,12.61,27.28,5.73,9.52,1.25,11.37
19-11-2021,15.58,29.91,5.78,10.21,1.49,11.43
20-11-2021,13.6,43.62,5.8,14.07,1.11,8.74
21-11-2021,30.46,83.12,5.85,14.48,1.04,7.2
22-11-2021,11.64,47.56,5.7,17.07,0.82,4.87
23-11-2021,7.36,39.44,5.76,17.14,0.41,5.05
24-11-2021,9.66,41.6,5.71,17.15,0.52,4.87
25-11-2021,14.64,57.03,5.77,16.42,0.47,5.52
26-11-2021,25.05,71.76,5.8,16.3,0.67,5.69
27-11-2021,34.49,73.79,5.89,17.09,0.58,5.12
28-11-2021,None,None,None,None,None,None
29-11-2021,None,None,None,None,None,None
30-11-2021,13.83,33.67,6.03,16.44,0.47,4.61
01-12-2021,18.42,50.92,5.75,14.87,0.38,4.88
02-12-2021,35.95,81.02,5.91,9.18,0.55,7.28
03-12-2021,40.53,100.94,5.86,10.48,1.06,21.28
04-12-2021,45.76,122.38,5.96,12.07,1.19,26.13
05-12-2021,32.31,89.45,6,10.17,0.85,23.38
06-12-2021,60.31,142.61,6.08,10.13,1.15,28.59
07-12-2021,48.82,111.07,5.98,13.71,0.93,20.13
08-12-2021,24.27,73.63,6.02,18.57,0.72,20.89
09-12-2021,16.36,52.87,5.82,16.48,0.54,21.37
10-12-2021,13.3,49.78,5.87,16.3,0.57,21.63
11-12-2021,10.13,42.32,5.85,14.74,0.69,24.08
12-12-2021,7.68,31.71,5.86,16.56,0.52,23.54
13-12-2021,13.87,41.9,5.89,16.02,0.45,23.81
14-12-2021,17.41,46.04,5.68,16.77,0.52,23.39
15-12-2021,39.96,89.96,5.3,16.61,0.7,24.76
16-12-2021,52.7,115.13,5.69,15.64,0.65,27.14
17-12-2021,59.82,129.07,5.52,16.23,0.7,28.57
18-12-2021,72.96,154.98,5.87,13.68,0.69,31.06
19-12-2021,52.86,111.41,5.77,17.11,0.44,26.37
20-12-2021,49.86,105.9,5.77,16.88,0.5,26.02
21-12-2021,76.02,191.38,5.89,18.03,1.03,46.85
22-12-2021,70.49,184.15,5.61,15.7,0.78,41.65
23-12-2021,71.98,176.73,5.89,19.54,0.81,23.26
24-12-2021,62.45,153.05,5.86,26.82,0.47,13.24
25-12-2021,50.79,137.53,5.78,34.13,0.68,16
26-12-2021,46.13,100.66,5.59,27.2,0.51,16.56
27-12-2021,46.16,89.41,5.86,17.75,0.36,14.86
28-12-2021,35.39,74,5.75,16.9,0.39,11.96
29-12-2021,28.7,67.28,5.62,17.53,0.41,10.67
30-12-2021,24.9,67.62,5.72,18.14,0.38,9.82
31-12-2021,15.39,48.88,5.8,17.75,0.47,10.36
01-01-2022,13.9,37.4,5.52,16.44,0.41,10.23
02-01-2022,14.2,32.03,5.56,14.03,0.28,10
03-01-2022,28.2,68.09,5.65,20.97,0.4,11.09
04-01-2022,41.85,84.31,5.64,20.12,0.41,9.59
05-01-2022,48.42,98.14,5.7,22.64,0.48,9.85
06-01-2022,33.49,77.74,5.61,16.62,0.39,10.15
07-01-2022,29.69,72.35,5.75,16.29,0.39,10.78
08-01-2022,31.69,69.38,5.6,14.95,0.38,10.63
09-01-2022,29.85,62.42,5.45,15.28,0.34,10.11
10-01-2022,31.2,76.42,5.84,19.19,0.4,11.23
11-01-2022,20.94,63.45,5.78,18.15,0.4,11.53
12-01-2022,37.91,88.82,5.86,22.23,0.64,11.33
13-01-2022,37.54,109.56,5.73,27.41,0.78,10.92
14-01-2022,40.24,134.83,5.65,28.03,0.94,12.99
15-01-2022,34.03,104.52,5.72,23.71,0.57,14.29
16-01-2022,19.6,43.54,5.59,11.8,0.29,13.57
17-01-2022,15.18,71.25,5.57,14.67,0.35,11.34
18-01-2022,21.62,81.17,5.71,19.24,0.4,11.07
19-01-2022,33.67,95.3,5.72,23.59,0.55,12.02
20-01-2022,69.55,201.6,5.87,38.05,1.24,17.05
21-01-2022,64.82,203.14,5.86,41.13,1.08,15.2
22-01-2022,65.62,202.79,5.65,36.2,1.12,18.92
23-01-2022,35.7,124.09,5.65,28.26,0.91,21.82
24-01-2022,27.38,95.37,5.7,30.86,0.41,23.41
25-01-2022,45.74,137.97,5.91,26.35,0.33,27.98
26-01-2022,33.99,95.65,5.72,19.67,0.2,22.23
27-01-2022,29.71,75.26,5.9,20.1,0.19,26.13
28-01-2022,37.08,115.2,5.68,20.28,0.29,23.72
29-01-2022,42.6,124.92,5.93,20.72,0.41,19.71
30-01-2022,36.82,101.27,5.88,19.57,0.42,20.33
31-01-2022,46.88,130.62,5.77,28.46,0.68,17.43
01-02-2022,53.83,128.62,5.76,23.05,0.49,16.14
02-02-2022,54.08,132.59,5.81,26.63,0.52,17.06
03-02-2022,66.08,153.09,5.88,33.57,0.83,16.85
04-02-2022,46.25,146.27,5.74,37.97,1.21,16.48
05-02-2022,54.85,140.86,5.9,26.73,0.68,20.71
06-02-2022,40.34,86.4,5.77,17.64,0.35,17.71
07-02-2022,38.22,95.88,5.69,23.47,0.5,14.97
08-02-2022,38.25,105.66,5.76,21.74,0.4,13.73
09-02-2022,37.07,99.06,5.98,21.25,0.37,12.57
10-02-2022,31.66,99.16,5.82,26.82,0.46,9.8
11-02-2022,30.87,116.69,5.9,28.41,0.43,9.74
12-02-2022,23,72.54,5.79,22.1,0.36,10.83
13-02-2022,27.74,76.02,5.72,21.59,0.36,10.9
14-02-2022,33.82,94.11,5.74,24.39,0.42,10.25
15-02-2022,42.48,108.74,5.69,24.03,0.39,10.44
16-02-2022,42.17,107.66,5.74,24.94,0.4,10.26
17-02-2022,45.75,112.39,5.93,26.17,0.39,9.76
18-02-2022,33.98,89.38,5.78,23.86,0.32,9.35
19-02-2022,29.97,78.66,5.72,21.99,0.34,9.14
20-02-2022,54.29,151.79,5.93,36.72,0.83,9.01
21-02-2022,56.49,172.08,5.85,43.11,1.03,10.24
22-02-2022,57.3,129.09,6.31,25.38,0.49,12.94
23-02-2022,25.91,75.66,5.62,20.56,0.32,10.47
24-02-2022,17.83,60.52,5.66,19.23,0.28,9.35
25-02-2022,22.5,65,5.64,20.05,0.32,10.47
26-02-2022,None,None,None,None,None,None
27-02-2022,None,None,None,None,None,None
28-02-2022,None,None,None,None,None,None
01-03-2022,None,None,None,None,None,None
02-03-2022,17.51,89.33,6.03,22.74,0.44,7.41
03-03-2022,41.04,126.88,6.11,35.98,0.63,12.28
04-03-2022,32.91,126.67,5.9,28.96,0.42,11.12
05-03-2022,25.93,95.53,5.72,28.01,0.42,11.85
06-03-2022,22.12,85.23,5.84,22.94,0.37,11.08
07-03-2022,21.25,64.53,5.82,19.71,0.36,10.56
08-03-2022,35.8,91.82,5.77,19.25,0.35,10.85
09-03-2022,44.35,104.89,5.79,22.11,0.41,9.16
10-03-2022,48.89,109.38,6.22,22.07,0.42,8.08
11-03-2022,45.79,138.05,6.11,23.26,0.62,5.23
12-03-2022,48.64,145.94,6.08,23.27,0.56,4.2
13-03-2022,50.06,134.03,6.53,19.05,0.48,3.76
14-03-2022,58.59,151.71,6.08,17.39,0.55,2.04
15-03-2022,66,187.87,6.36,16,0.82,2.31
16-03-2022,70.04,201.12,6.08,7.8,0.87,73.49
17-03-2022,72.66,203.42,6.13,6.68,0.85,20.22
18-03-2022,59.29,159,5.91,12.79,0.75,21.57
19-03-2022,50.82,133.31,5.65,15.84,0.75,17.58
20-03-2022,37.45,104.46,5.66,15.68,0.65,16.92
21-03-2022,40.4,110.66,5.76,14.73,0.72,18.66
22-03-2022,44.7,110.85,5.68,15.5,0.8,19.07
23-03-2022,59.05,144.67,5.92,17.34,0.63,23.2
24-03-2022,52.31,118.1,5.85,19.1,0.5,12.31
25-03-2022,43.08,106.29,5.71,18.77,0.47,12.44
26-03-2022,42.38,118.2,5.72,18.48,0.46,12.15
27-03-2022,42.73,136.29,5.75,18.39,0.48,11.99
28-03-2022,53.24,113.48,5.87,17.56,0.49,12.97
29-03-2022,58.84,131.33,5.91,17.5,0.56,13.84
30-03-2022,66.14,151.25,5.9,14.05,0.76,19.78
31-03-2022,60.4,140.03,5.82,13.82,0.75,20.32
01-04-2022,69.64,124.57,5.75,14.38,0.71,18.77
02-04-2022,60.93,115.76,5.68,16.73,0.54,16.23
03-04-2022,48.74,98.75,5.73,18.61,0.38,11.02
04-04-2022,47.45,105.05,6.02,19.47,0.35,10.13
05-04-2022,46.08,101.95,6.22,18.53,0.37,11.19
06-04-2022,53.84,119.85,6.53,18.28,0.4,12.63
07-04-2022,58.87,123.38,6.31,18.37,0.49,12.31
08-04-2022,35.12,88.36,6.01,19.82,0.38,9.11
09-04-2022,32.36,94.34,6.2,18.91,0.33,10.02
10-04-2022,32.33,81.17,5.85,16.05,0.45,13.48
11-04-2022,31,84.84,5.75,18.45,0.34,10.79
12-04-2022,21.37,69.08,5.77,18.25,0.32,10.23
13-04-2022,12.8,71.6,5.96,16.01,0.41,12.83
14-04-2022,29.8,76.63,5.72,14.94,0.51,16.75
15-04-2022,31.46,79.04,5.55,8.54,0.65,26.6
16-04-2022,49.67,122.11,5.61,12.96,0.68,24.02
17-04-2022,68.33,111.33,5.65,15.81,0.62,18.31
18-04-2022,41.98,93.81,5.62,11.84,0.75,25.35
19-04-2022,47.51,119.9,5.72,14.84,0.72,23.3
20-04-2022,59.46,125.01,5.69,17.68,0.52,18.34
21-04-2022,61.86,125.86,5.88,20.15,0.35,11.36
22-04-2022,54.96,101.71,6.12,10.34,0.32,11.92
23-04-2022,45.06,74.81,6.27,12.07,0.28,11.33
24-04-2022,None,None,None,None,None,None
25-04-2022,None,None,None,None,None,None
26-04-2022,None,None,None,None,None,None
27-04-2022,None,None,None,None,None,None
28-04-2022,None,None,None,None,None,None
29-04-2022,None,None,None,None,None,None
30-04-2022,None,None,None,None,None,None
01-05-2022,37.78,60,5.58,None,0.53,34.07
02-05-2022,51.55,143.18,5.72,6.52,0.41,27.19
03-05-2022,37.43,109.26,5.61,14.38,0.26,20.49
04-05-2022,37,100.13,5.65,17.81,0.34,17.39
05-05-2022,47.68,93.86,5.65,18.26,0.44,14.32
06-05-2022,51.3,102.41,5.55,16.01,0.47,17.46
07-05-2022,63.41,140.11,5.54,13.11,0.49,16.76
08-05-2022,53.54,124.34,5.57,14.78,0.37,12.89
09-05-2022,68.73,144.42,5.56,15.38,0.35,11.99
10-05-2022,51.35,99.9,5.76,11.08,0.43,15.71
11-05-2022,37.4,118.92,5.66,12.36,0.29,13.61
12-05-2022,36.68,60.69,5.65,9.96,0.29,12.94
13-05-2022,26.14,99.1,5.45,8.03,0.32,12.36
14-05-2022,30.24,140.78,5.63,8.24,0.39,16.92
15-05-2022,31,136.78,5.55,9.33,0.37,13.89
16-05-2022,25.24,118.3,5.5,7.43,0.33,15.25
17-05-2022,27.85,85.62,5.46,9.12,0.43,13.18
18-05-2022,6,8,5.5,13.9,0.51,3
19-05-2022,None,None,None,None,None,None
20-05-2022,None,None,None,None,None,None
21-05-2022,None,None,None,None,None,None
22-05-2022,None,None,None,None,None,None
23-05-2022,None,None,None,None,None,None
24-05-2022,None,None,None,None,None,None
25-05-2022,None,None,None,None,None,None
26-05-2022,None,None,None,None,None,None
27-05-2022,None,None,None,None,None,None
28-05-2022,None,None,None,None,None,None
29-05-2022,None,None,None,None,None,None
30-05-2022,None,None,None,None,None,None
31-05-2022,None,None,None,None,None,None
01-06-2022,None,None,None,None,None,None
02-06-2022,None,None,None,None,None,None
03-06-2022,28.11,111.41,5.99,8.64,1.03,15.09
04-06-2022,28.79,114.2,5.72,10.28,0.95,14.39
05-06-2022,29.57,132.66,5.59,10.99,1.14,11.67
06-06-2022,22.46,127.74,5.56,12.99,1.02,13.53
07-06-2022,30.35,150.7,5.9,10.49,0.79,16.79
08-06-2022,23.11,166.7,5.93,7.57,0.98,20.41
09-06-2022,20.45,138.2,5.87,8.96,0.64,18.23
10-06-2022,18.98,133.94,5.85,9.11,0.46,18.84
11-06-2022,18.4,115.18,5.88,8.7,0.43,17.49
12-06-2022,10.98,78.71,5.81,11.39,0.4,14.03
13-06-2022,15,78.16,5.94,8.57,0.42,17.46
14-06-2022,15.23,72.89,5.77,9.66,0.41,16.9
15-06-2022,18.55,70.56,5.89,7.22,0.49,18.81
16-06-2022,18.79,88.44,5.72,9.1,0.44,17.59
17-06-2022,14.78,52.07,5.72,15.84,0.58,10.69
18-06-2022,16.32,56.3,5.94,10.63,0.53,15.16
19-06-2022,11.16,76.35,5.83,11.27,0.42,13.77
20-06-2022,15.4,60.76,5.74,10.62,0.51,14.72
21-06-2022,12.59,63.61,5.6,9.78,0.28,16.41
22-06-2022,14.12,72.59,5.67,9.27,0.77,16.31
23-06-2022,15.03,88.23,5.6,7.14,0.76,18.87
24-06-2022,12.94,89.05,5.71,7.43,0.67,18.5
25-06-2022,17.22,107.34,5.62,6.57,0.82,19.82
26-06-2022,17.78,103.44,5.58,8.59,0.6,17
27-06-2022,17.7,96.2,5.65,6.91,0.73,19.18
28-06-2022,16.55,94.66,5.58,5.45,0.72,20.8
29-06-2022,12.25,71.83,5.52,6.41,0.87,20.76
30-06-2022,13.46,78.28,5.57,5.08,0.78,19.81
01-07-2022,19.3,115.85,5.69,4.91,0.85,20.68
02-07-2022,23.96,134.26,5.56,5.49,0.96,20.43
03-07-2022,13.92,88.73,5.58,7.12,0.6,16.77
04-07-2022,13.18,71.34,5.55,7.8,0.73,18
05-07-2022,13.76,70.87,5.52,7.66,0.74,19.43
06-07-2022,19,99.9,5.84,6.4,0.91,21.48
07-07-2022,14.43,72.95,5.64,7,0.89,20.25
08-07-2022,17.19,87.25,5.7,7.13,0.91,20.59
09-07-2022,15.96,49.22,5.6,8.38,0.96,19.01
10-07-2022,10.03,47.19,5.53,13.11,0.67,12.69
11-07-2022,11.68,47.92,5.46,12.61,0.8,14.93
12-07-2022,17.11,98.92,5.51,11.46,0.68,16.33
13-07-2022,13.84,76.82,5.56,10.69,0.74,17.54
14-07-2022,13.25,46.34,5.3,10.27,0.77,18.18
15-07-2022,15.72,88.04,5.63,11.01,0.79,17.22
16-07-2022,13.41,84.94,5.57,12.83,0.87,14.01
17-07-2022,13.61,88.09,5.51,14.1,0.69,11.82
18-07-2022,16.36,69.2,5.62,14.03,0.86,12.23
19-07-2022,21.64,130.19,5.59,13,0.94,13.49
20-07-2022,26.55,140.51,5.52,12.82,1.09,13.81
21-07-2022,24.91,126.07,5.54,12.7,1.18,14.14
22-07-2022,25.15,146.57,5.67,12.95,1.08,14.1
23-07-2022,20.68,114.81,5.6,14.02,0.95,12.51
24-07-2022,16.29,94.97,5.52,15.51,0.74,10.22
25-07-2022,20.29,108.79,5.55,14.8,0.98,11.5
26-07-2022,20.68,102.81,5.46,14.84,0.99,11.6
27-07-2022,21.81,65.53,5.55,16.48,0.73,9.03
28-07-2022,24.5,69.03,5.55,17.35,0.91,7.65
29-07-2022,35.47,88.4,5.59,18.36,0.57,5.89
30-07-2022,19.68,96.55,5.61,17.84,0.91,7.06
31-07-2022,18.78,55.64,5.56,18.08,1.12,6.72
01-08-2022,19.32,69.23,5.5,9.14,0.85,17.52
02-08-2022,17.59,50.49,5.61,9.59,1.03,20.46
03-08-2022,23.47,51.26,5.65,11.19,1.6,23.81
04-08-2022,23.62,44.82,5.5,8.77,1.16,24.55
